mode,param,value,label,split,nFan,seed,geometry,guidance,configHash,status,totalCollisions,fanOwnCap,fanForeignCap,fanFanSame,fanFanCross,leaderLeader,minFanFanGap,minFanCapGap,minLeaderGap,redRMS,goldRMS,redArrived,goldArrived,firstCollisionRelCPA,steps,runtimeSec
grid2:echelonNS,,,PR10_x0.5,holdout,3,1001,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,2.5051,2.0905,2.7258,2.0438,1.555,1,1,,8450,3.41
grid2:echelonNS,,,PR10_x0.5,holdout,3,1003,headon,vfield,a0bbdd7c46,ok,1,1,0,0,0,0,5.1518,0.6982,2.7258,2.0438,1.555,1,1,20.1,8450,3.44
grid2:echelonNS,,,PR10_x0.5,holdout,3,1005,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.0556,1.1756,2.7258,2.0438,1.555,1,1,,8450,3.45
grid2:echelonNS,,,PR10_x0.5,holdout,3,1007,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,6.5375,4.5053,2.7258,2.0438,1.555,1,1,,8450,3.43
grid2:echelonNS,,,PR10_x0.5,holdout,3,1009,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,4.2525,6.7756,2.7258,2.0438,1.555,1,1,,8450,3.43
grid2:echelonNS,,,PR10_x0.5,holdout,3,1011,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.7712,6.721,2.7258,2.0438,1.555,1,1,,8450,3.47
grid2:echelonNS,,,PR10_x0.5,holdout,3,1013,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.0466,4.1112,2.7258,2.0438,1.555,1,1,,8450,3.45
grid2:echelonNS,,,PR10_x0.5,holdout,3,1015,headon,vfield,a0bbdd7c46,ok,1,0,1,0,0,0,2.7829,0.2186,2.7258,2.0438,1.555,1,1,23.28,8450,3.44
grid2:echelonNS,,,PR10_x0.5,holdout,3,1017,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.2993,1.5481,2.7258,2.0438,1.555,1,1,,8450,3.43
grid2:echelonNS,,,PR10_x0.5,holdout,3,1019,headon,vfield,a0bbdd7c46,ok,1,0,1,0,0,0,6.5881,0.8781,2.7258,2.0438,1.555,1,1,5.09,8450,3.49
grid2:echelonNS,,,PR10_x0.5,holdout,3,1021,headon,vfield,a0bbdd7c46,ok,1,0,1,0,0,0,5.5402,0.2803,2.7258,2.0438,1.555,1,1,4.97,8450,3.44
grid2:echelonNS,,,PR10_x0.5,holdout,3,1023,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.2817,2.4536,2.7258,2.0438,1.555,1,1,,8450,3.41
grid2:echelonNS,,,PR10_x0.5,holdout,3,1025,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,1.4077,5.1183,2.7258,2.0438,1.555,1,1,,8450,3.39
grid2:echelonNS,,,PR10_x0.5,holdout,3,1027,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,3.8516,5.4933,2.7258,2.0438,1.555,1,1,,8450,3.37
grid2:echelonNS,,,PR10_x0.5,holdout,3,1029,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.4642,3.2693,2.7258,2.0438,1.555,1,1,,8450,3.4
grid2:echelonNS,,,PR10_x0.5,holdout,3,1031,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.339,1.0258,2.7258,2.0438,1.555,1,1,,8450,3.46
grid2:echelonNS,,,PR10_x0.5,holdout,3,1033,headon,vfield,a0bbdd7c46,ok,1,1,0,0,0,0,3.8204,0.5694,2.7258,2.0438,1.555,1,1,19.64,8450,3.39
grid2:echelonNS,,,PR10_x0.5,holdout,3,1035,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.6207,5.7512,2.7258,2.0438,1.555,1,1,,8450,3.4
grid2:echelonNS,,,PR10_x0.5,holdout,3,1037,headon,vfield,a0bbdd7c46,ok,1,0,1,0,0,0,5.1856,0.3761,2.7258,2.0438,1.555,1,1,5.07,8450,3.4
grid2:echelonNS,,,PR10_x0.5,holdout,3,1039,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.0089,4.8792,2.7258,2.0438,1.555,1,1,,8450,3.38
grid2:echelonNS,,,PR10_x0.5,holdout,3,1041,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.8745,3.9163,2.7258,2.0438,1.555,1,1,,8450,3.55
grid2:echelonNS,,,PR10_x0.5,holdout,3,1043,headon,vfield,a0bbdd7c46,ok,1,0,1,0,0,0,5.8607,0.1734,2.7258,2.0438,1.555,1,1,11.53,8450,3.39
grid2:echelonNS,,,PR10_x0.5,holdout,3,1045,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,1.4671,2.4088,2.7258,2.0438,1.555,1,1,,8450,3.38
grid2:echelonNS,,,PR10_x0.5,holdout,3,1047,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,4.7563,1.3845,2.7258,2.0438,1.555,1,1,,8450,3.39
grid2:echelonNS,,,PR10_x0.5,holdout,3,1049,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,2.3267,6.089,2.7258,2.0438,1.555,1,1,,8450,3.4
grid2:echelonNS,,,PR10_x0.5,holdout,3,1051,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.687,1.2974,2.7258,2.0438,1.555,1,1,,8450,3.37
grid2:echelonNS,,,PR10_x0.5,holdout,3,1053,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,6.2604,7.6714,2.7258,2.0438,1.555,1,1,,8450,3.41
grid2:echelonNS,,,PR10_x0.5,holdout,3,1055,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.516,1.5228,2.7258,2.0438,1.555,1,1,,8450,3.4
grid2:echelonNS,,,PR10_x0.5,holdout,3,1057,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.5007,4.31,2.7258,2.0438,1.555,1,1,,8450,3.37
grid2:echelonNS,,,PR10_x0.5,holdout,3,1059,headon,vfield,a0bbdd7c46,ok,0,0,0,0,0,0,5.7845,1.8612,2.7258,2.0438,1.555,1,1,,8450,3.38
grid2:echelonNS,,,PR10_x0.75,holdout,3,1001,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,4.8378,4.6602,2.7258,2.0438,1.555,1,1,,8450,3.36
grid2:echelonNS,,,PR10_x0.75,holdout,3,1003,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,7.7348,2.0599,2.7258,2.0438,1.555,1,1,,8450,3.37
grid2:echelonNS,,,PR10_x0.75,holdout,3,1005,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,3.8756,3.6959,2.7258,2.0438,1.555,1,1,,8450,3.36
grid2:echelonNS,,,PR10_x0.75,holdout,3,1007,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,2.7955,4.1979,2.7258,2.0438,1.555,1,1,,8450,3.36
grid2:echelonNS,,,PR10_x0.75,holdout,3,1009,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,1.6605,2.1368,2.7258,2.0438,1.555,1,1,,8450,3.37
grid2:echelonNS,,,PR10_x0.75,holdout,3,1011,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,8.053,6.4739,2.7258,2.0438,1.555,1,1,,8450,3.39
grid2:echelonNS,,,PR10_x0.75,holdout,3,1013,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,4.7064,3.9014,2.7258,2.0438,1.555,1,1,,8450,3.56
grid2:echelonNS,,,PR10_x0.75,holdout,3,1015,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,6.0359,4.0303,2.7258,2.0438,1.555,1,1,,8450,3.48
grid2:echelonNS,,,PR10_x0.75,holdout,3,1017,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,1.5041,8.0491,2.7258,2.0438,1.555,1,1,,8450,3.35
grid2:echelonNS,,,PR10_x0.75,holdout,3,1019,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,6.3794,2.0218,2.7258,2.0438,1.555,1,1,,8450,3.41
grid2:echelonNS,,,PR10_x0.75,holdout,3,1021,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,4.4757,6.9889,2.7258,2.0438,1.555,1,1,,8450,3.39
grid2:echelonNS,,,PR10_x0.75,holdout,3,1023,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,8.1219,2.0765,2.7258,2.0438,1.555,1,1,,8450,3.47
grid2:echelonNS,,,PR10_x0.75,holdout,3,1025,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,7.7065,1.2539,2.7258,2.0438,1.555,1,1,,8450,3.48
grid2:echelonNS,,,PR10_x0.75,holdout,3,1027,headon,vfield,83f64738b2,ok,1,1,0,0,0,0,2.9378,0.1155,2.7258,2.0438,1.555,1,1,22.6,8450,3.45
grid2:echelonNS,,,PR10_x0.75,holdout,3,1029,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,5.4611,3.221,2.7258,2.0438,1.555,1,1,,8450,3.5
grid2:echelonNS,,,PR10_x0.75,holdout,3,1031,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,5.5671,3.5799,2.7258,2.0438,1.555,1,1,,8450,3.48
grid2:echelonNS,,,PR10_x0.75,holdout,3,1033,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,6.17,1.4778,2.7258,2.0438,1.555,1,1,,8450,3.46
grid2:echelonNS,,,PR10_x0.75,holdout,3,1035,headon,vfield,83f64738b2,ok,1,1,0,0,0,0,4.3628,0.3655,2.7258,2.0438,1.555,1,1,19.38,8450,3.44
grid2:echelonNS,,,PR10_x0.75,holdout,3,1037,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,6.4324,4.3836,2.7258,2.0438,1.555,1,1,,8450,3.44
grid2:echelonNS,,,PR10_x0.75,holdout,3,1039,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,4.7642,3.2381,2.7258,2.0438,1.555,1,1,,8450,3.47
grid2:echelonNS,,,PR10_x0.75,holdout,3,1041,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,3.1428,3.3059,2.7258,2.0438,1.555,1,1,,8450,3.45
grid2:echelonNS,,,PR10_x0.75,holdout,3,1043,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,3.2494,6.0587,2.7258,2.0438,1.555,1,1,,8450,3.42
grid2:echelonNS,,,PR10_x0.75,holdout,3,1045,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,7.0371,4.6313,2.7258,2.0438,1.555,1,1,,8450,3.48
grid2:echelonNS,,,PR10_x0.75,holdout,3,1047,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,4.3461,3.5721,2.7258,2.0438,1.555,1,1,,8450,3.46
grid2:echelonNS,,,PR10_x0.75,holdout,3,1049,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,5.8089,6.3069,2.7258,2.0438,1.555,1,1,,8450,3.44
grid2:echelonNS,,,PR10_x0.75,holdout,3,1051,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,9.425,5.5249,2.7258,2.0438,1.555,1,1,,8450,3.45
grid2:echelonNS,,,PR10_x0.75,holdout,3,1053,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,7.9196,3.5302,2.7258,2.0438,1.555,1,1,,8450,3.44
grid2:echelonNS,,,PR10_x0.75,holdout,3,1055,headon,vfield,83f64738b2,ok,1,0,0,0,1,0,0.2351,6.7894,2.7258,2.0438,1.555,1,1,21.99,8450,3.4
grid2:echelonNS,,,PR10_x0.75,holdout,3,1057,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,8.012,8.5203,2.7258,2.0438,1.555,1,1,,8450,3.39
grid2:echelonNS,,,PR10_x0.75,holdout,3,1059,headon,vfield,83f64738b2,ok,0,0,0,0,0,0,5.5553,5.0901,2.7258,2.0438,1.555,1,1,,8450,3.4
grid2:echelonNS,,,PR10_x1,holdout,3,1001,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,4.7361,2.4122,2.7258,2.0438,1.555,1,1,,8450,3.39
grid2:echelonNS,,,PR10_x1,holdout,3,1003,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,7.8979,3.6109,2.7258,2.0438,1.555,1,1,,8450,3.42
grid2:echelonNS,,,PR10_x1,holdout,3,1005,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,6.2292,4.3637,2.7258,2.0438,1.555,1,1,,8450,3.43
grid2:echelonNS,,,PR10_x1,holdout,3,1007,headon,vfield,6ca766c598,ok,1,0,1,0,0,0,5.2338,0.5372,2.7258,2.0438,1.555,1,1,23.32,8450,3.38
grid2:echelonNS,,,PR10_x1,holdout,3,1009,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,5.3974,3.7131,2.7258,2.0438,1.555,1,1,,8450,3.38
grid2:echelonNS,,,PR10_x1,holdout,3,1011,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,3.571,6.2824,2.7258,2.0438,1.555,1,1,,8450,3.4
grid2:echelonNS,,,PR10_x1,holdout,3,1013,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,4.8052,6.5699,2.7258,2.0438,1.555,1,1,,8450,3.38
grid2:echelonNS,,,PR10_x1,holdout,3,1015,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,3.4535,6.0539,2.7258,2.0438,1.555,1,1,,8450,3.4
grid2:echelonNS,,,PR10_x1,holdout,3,1017,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,8.0957,5.5301,2.7258,2.0438,1.555,1,1,,8450,3.39
grid2:echelonNS,,,PR10_x1,holdout,3,1019,headon,vfield,6ca766c598,ok,1,0,0,0,1,0,0.8608,4.5661,2.7258,2.0438,1.555,1,1,23.78,8450,3.4
grid2:echelonNS,,,PR10_x1,holdout,3,1021,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,6.6447,5.4731,2.7258,2.0438,1.555,1,1,,8450,3.39
grid2:echelonNS,,,PR10_x1,holdout,3,1023,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,2.1043,1.0442,2.7258,2.0438,1.555,1,1,,8450,3.38
grid2:echelonNS,,,PR10_x1,holdout,3,1025,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,5.1335,4.7164,2.7258,2.0438,1.555,1,1,,8450,3.41
grid2:echelonNS,,,PR10_x1,holdout,3,1027,headon,vfield,6ca766c598,ok,0,0,0,0,0,0,2.9107,6.9662,2.7258,2.0438,1.555,1,1,,8450,3.39
