geometry,guidance,nFan,seed,status,leaderLeader,fanOwnCap,fanForeignCap,fanFanSame,fanFanCross,totalCollisions,minLeaderGap,minFanCapGap,minFanFanGap,redRMS,goldRMS,redPeak,goldPeak,stopsRed,stopsGold,steps,firstCollisionRelCPA,runtimeSec
headon,vfield,3,11,ok,0,0,0,0,0,0,2.7258,1.4876,4.1693,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.0
headon,vfield,3,23,ok,0,0,0,1,0,1,2.7258,6.4736,0.7937,1.3138,0.9996,6.2092,5.0072,0,0,20450,37.31,7.92
headon,vfield,3,42,ok,0,0,0,0,0,0,2.7258,3.4136,5.9833,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.95
headon,vfield,3,77,ok,0,0,0,0,0,0,2.7258,6.884,3.0335,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.88
headon,vfield,3,101,ok,0,0,1,0,0,1,2.7258,0.523,6.933,1.3138,0.9996,6.2092,5.0072,0,0,20450,20.65,8.03
headon,vfield,3,144,ok,0,0,0,0,0,0,2.7258,1.5973,5.7501,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.99
headon,vfield,3,200,ok,0,0,1,0,0,1,2.7258,0.2514,6.6192,1.3138,0.9996,6.2092,5.0072,0,0,20450,17.36,7.83
headon,vfield,3,256,ok,0,0,1,0,0,1,2.7258,0.3395,6.314,1.3138,0.9996,6.2092,5.0072,0,0,20450,22.53,7.93
headon,vfield,3,314,ok,0,0,0,0,0,0,2.7258,2.243,4.4485,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.86
headon,vfield,3,400,ok,0,0,0,0,0,0,2.7258,1.4,4.2102,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.89
headon,vfield,3,512,ok,0,0,0,0,0,0,2.7258,2.5976,2.1757,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.86
headon,vfield,3,613,ok,0,0,0,0,0,0,2.7258,2.4553,7.3899,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.9
headon,vfield,3,700,ok,0,0,0,0,0,0,2.7258,2.1715,3.4968,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.8
headon,vfield,3,808,ok,0,0,0,0,0,0,2.7258,1.9665,3.5118,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.87
headon,vfield,3,900,ok,0,0,1,0,0,1,2.7258,0.2105,6.416,1.3138,0.9996,6.2092,5.0072,0,0,20450,8.84,7.86
headon,vfield,3,1024,ok,0,0,0,0,0,0,2.7258,3.7662,5.7479,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.94
headon,vfield,3,1111,ok,0,0,0,0,0,0,2.7258,5.9328,5.7329,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.91
headon,vfield,3,1234,ok,0,0,0,0,0,0,2.7258,3.1313,6.9221,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.86
headon,vfield,3,1337,ok,0,0,0,0,0,0,2.7258,3.6512,3.7043,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.94
headon,vfield,4,8,ok,0,0,0,0,0,0,2.7258,4.5179,1.1662,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.93
headon,vfield,4,11,ok,0,0,0,0,0,0,2.7258,2.3549,1.1751,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.03
headon,vfield,4,23,ok,0,0,0,0,0,0,2.7258,1.8471,1.8405,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.0
headon,vfield,4,42,ok,0,0,0,0,0,0,2.7258,1.8853,2.2066,1.3138,0.9996,6.2092,5.0072,0,0,20450,,7.99
headon,vfield,4,77,ok,0,0,0,0,0,0,2.7258,1.8526,1.4425,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.1
headon,vfield,4,101,ok,0,0,0,0,1,1,2.7258,6.0769,0.1024,1.3138,0.9996,6.2092,5.0072,0,0,20450,36.37,8.06
headon,vfield,4,144,ok,0,0,1,0,0,1,2.7258,0.4847,3.8353,1.3138,0.9996,6.2092,5.0072,0,0,20450,21.35,8.15
headon,vfield,4,200,ok,0,0,0,0,0,0,2.7258,2.4421,4.4487,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.14
headon,vfield,4,256,ok,0,0,0,0,0,0,2.7258,5.4434,2.0123,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.02
headon,vfield,4,314,ok,0,0,1,0,0,1,2.7258,0.2063,5.7091,1.3138,0.9996,6.2092,5.0072,0,0,20450,4.96,8.09
headon,vfield,4,400,ok,0,0,0,0,0,0,2.7258,6.6295,1.6571,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.03
headon,vfield,4,512,ok,0,0,0,0,0,0,2.7258,1.952,1.1199,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.04
headon,vfield,4,613,ok,0,0,0,0,0,0,2.7258,1.8392,6.1213,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.01
headon,vfield,4,700,ok,0,0,0,0,0,0,2.7258,1.5676,6.2697,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.04
headon,vfield,4,808,ok,0,0,1,0,0,1,2.7258,0.0731,4.5367,1.3138,0.9996,6.2092,5.0072,0,0,20450,5.13,8.05
headon,vfield,4,900,ok,0,0,0,0,0,0,2.7258,3.6338,4.1786,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.08
headon,vfield,4,1024,ok,0,0,0,0,0,0,2.7258,1.6262,6.2014,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.12
headon,vfield,4,1111,ok,0,0,0,0,0,0,2.7258,2.6138,1.6493,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.05
headon,vfield,4,1234,ok,0,0,0,0,0,0,2.7258,2.1612,6.4359,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.07
headon,vfield,4,1337,ok,0,0,0,0,0,0,2.7258,1.3614,6.4925,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.04
headon,vfield,6,8,ok,0,0,1,0,0,1,2.7258,0.8198,1.2724,1.3138,0.9996,6.2092,5.0072,0,0,20450,12.08,8.16
headon,vfield,6,11,ok,0,0,0,0,0,0,2.7258,1.549,1.716,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.19
headon,vfield,6,23,ok,0,0,1,0,0,1,2.7258,0.7332,1.4397,1.3138,0.9996,6.2092,5.0072,0,0,20450,6.97,8.16
headon,vfield,6,42,ok,0,0,0,0,1,1,2.7258,2.7474,0.321,1.3138,0.9996,6.2092,5.0072,0,0,20450,20.97,8.23
headon,vfield,6,77,ok,0,0,0,0,0,0,2.7258,2.15,1.815,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.26
headon,vfield,6,101,ok,0,0,0,0,0,0,2.7258,3.4891,2.9374,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.16
headon,vfield,6,144,ok,0,0,0,0,0,0,2.7258,1.8672,3.5186,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.15
headon,vfield,6,200,ok,0,0,1,0,0,1,2.7258,0.3951,1.1988,1.3138,0.9996,6.2092,5.0072,0,0,20450,21.85,8.16
headon,vfield,6,256,ok,0,0,1,0,0,1,2.7258,0.3947,1.278,1.3138,0.9996,6.2092,5.0072,0,0,20450,32.02,8.14
headon,vfield,6,314,ok,0,0,1,0,0,1,2.7258,0.4988,2.2511,1.3138,0.9996,6.2092,5.0072,0,0,20450,9.11,8.17
headon,vfield,6,400,ok,0,0,0,0,0,0,2.7258,2.5326,1.309,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.16
headon,vfield,6,512,ok,0,0,1,0,0,1,2.7258,0.6775,2.273,1.3138,0.9996,6.2092,5.0072,0,0,20450,18.83,8.2
headon,vfield,6,613,ok,0,0,0,0,1,1,2.7258,1.0824,0.9295,1.3138,0.9996,6.2092,5.0072,0,0,20450,34.44,8.3
headon,vfield,6,700,ok,0,0,0,0,1,1,2.7258,2.2456,0.0857,1.3138,0.9996,6.2092,5.0072,0,0,20450,-0.84,8.18
headon,vfield,6,808,ok,0,1,0,0,0,1,2.7258,0.0313,1.78,1.3138,0.9996,6.2092,5.0072,0,0,20450,22.47,8.18
headon,vfield,6,900,ok,0,0,0,0,1,1,2.7258,5.2958,0.2357,1.3138,0.9996,6.2092,5.0072,0,0,20450,23.22,8.2
headon,vfield,6,1024,ok,0,0,1,1,2,4,2.7258,0.8924,0.1356,1.3138,0.9996,6.2092,5.0072,0,0,20450,5.2,8.18
headon,vfield,6,1111,ok,0,0,0,0,2,2,2.7258,1.3537,0.5921,1.3138,0.9996,6.2092,5.0072,0,0,20450,12.69,8.15
headon,vfield,6,1234,ok,0,0,0,0,0,0,2.7258,2.7389,1.5837,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.17
headon,vfield,6,1337,ok,0,0,0,0,0,0,2.7258,1.264,3.7789,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.2
headon,vfield,8,8,ok,0,0,0,0,0,0,2.7258,1.9573,1.6742,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.39
headon,vfield,8,11,ok,0,0,0,0,0,0,2.7258,5.252,1.1669,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.36
headon,vfield,8,23,ok,0,0,0,0,0,0,2.7258,3.7221,1.0639,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.31
headon,vfield,8,42,ok,0,0,0,0,2,2,2.7258,3.2224,0.3286,1.3138,0.9996,6.2092,5.0072,0,0,20450,14.67,8.74
headon,vfield,8,77,ok,0,0,2,1,0,3,2.7258,0.2155,0.7413,1.3138,0.9996,6.2092,5.0072,0,0,20450,4.53,8.29
headon,vfield,8,101,ok,0,0,0,0,1,1,2.7258,1.9992,0.6632,1.3138,0.9996,6.2092,5.0072,0,0,20450,13.19,8.44
headon,vfield,8,144,ok,0,0,1,0,0,1,2.7258,0.4896,1.5831,1.3138,0.9996,6.2092,5.0072,0,0,20450,-4.98,8.33
headon,vfield,8,200,ok,0,0,0,1,0,1,2.7258,2.4709,0.7147,1.3138,0.9996,6.2092,5.0072,0,0,20450,15.23,8.33
headon,vfield,8,256,ok,0,0,0,0,1,1,2.7258,1.1504,0.7795,1.3138,0.9996,6.2092,5.0072,0,0,20450,17.0,8.36
headon,vfield,8,314,ok,0,0,0,0,0,0,2.7258,1.3465,1.2691,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.34
headon,vfield,8,400,ok,0,0,0,0,1,1,2.7258,1.4887,0.7505,1.3138,0.9996,6.2092,5.0072,0,0,20450,-0.29,8.29
headon,vfield,8,512,ok,0,0,0,0,1,1,2.7258,1.3991,0.6053,1.3138,0.9996,6.2092,5.0072,0,0,20450,58.94,8.28
headon,vfield,8,613,ok,0,0,0,0,0,0,2.7258,1.9035,1.4853,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.65
headon,vfield,8,700,ok,0,0,0,0,1,1,2.7258,1.3731,0.9465,1.3138,0.9996,6.2092,5.0072,0,0,20450,18.73,8.33
headon,vfield,8,808,ok,0,0,0,0,0,0,2.7258,4.0888,1.6241,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.31
headon,vfield,8,900,ok,0,0,0,0,0,0,2.7258,2.2368,1.4071,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.34
headon,vfield,8,1024,ok,0,0,1,0,1,2,2.7258,0.8819,0.5938,1.3138,0.9996,6.2092,5.0072,0,0,20450,18.15,8.33
headon,vfield,8,1111,ok,0,0,1,0,1,2,2.7258,0.0646,0.355,1.3138,0.9996,6.2092,5.0072,0,0,20450,9.99,8.47
headon,vfield,8,1234,ok,0,0,1,0,1,2,2.7258,0.0336,0.5552,1.3138,0.9996,6.2092,5.0072,0,0,20450,9.92,8.32
headon,vfield,8,1337,ok,0,0,0,0,0,0,2.7258,2.4593,1.5194,1.3138,0.9996,6.2092,5.0072,0,0,20450,,8.69
headon,vfield,12,8,ok,0,0,0,1,1,2,2.7258,3.2331,0.3031,1.3138,0.9996,6.2092,5.0072,0,0,20450,-81.99,8.78
headon,vfield,12,11,ok,0,0,3,0,3,6,2.7258,0.1777,0.0385,1.3138,0.9996,6.2092,5.0072,0,0,20450,6.62,8.75
headon,vfield,12,23,ok,0,1,1,0,2,4,2.7258,0.3244,0.5554,1.3138,0.9996,6.2092,5.0072,0,0,20450,6.67,8.78
headon,vfield,12,42,ok,0,0,0,1,1,2,2.7258,2.7565,0.3135,1.3138,0.9996,6.2092,5.0072,0,0,20450,-83.8,8.77
headon,vfield,12,77,ok,0,1,2,0,1,4,2.7258,0.0057,0.5937,1.3138,0.9996,6.2092,5.0072,0,0,20450,-53.14,8.77
headon,vfield,12,101,ok,0,0,0,0,1,1,2.7258,1.3025,0.3917,1.3138,0.9996,6.2092,5.0072,0,0,20450,35.69,8.81
headon,vfield,12,144,ok,0,0,0,1,1,2,2.7258,2.6798,0.2322,1.3138,0.9996,6.2092,5.0072,0,0,20450,-74.94,8.77
headon,vfield,12,200,ok,0,0,1,3,1,5,2.7258,0.0363,0.0969,1.3138,0.9996,6.2092,5.0072,0,0,20450,-1.91,8.83
headon,vfield,12,256,ok,0,0,0,1,0,1,2.7258,2.7521,0.883,1.3138,0.9996,6.2092,5.0072,0,0,20450,-94.21,8.74
headon,vfield,12,314,ok,0,0,1,1,0,2,2.7258,0.5111,0.7624,1.3138,0.9996,6.2092,5.0072,0,0,20450,-74.47,8.79
headon,vfield,12,400,ok,0,0,1,2,3,6,2.7258,0.9371,0.1131,1.3138,0.9996,6.2092,5.0072,0,0,20450,3.42,8.79
headon,vfield,12,512,ok,0,1,1,0,1,3,2.7258,0.6801,0.9358,1.3138,0.9996,6.2092,5.0072,0,0,20450,18.53,8.76
headon,vfield,12,613,ok,0,0,1,2,0,3,2.7258,0.4653,0.0876,1.3138,0.9996,6.2092,5.0072,0,0,20450,-4.87,8.79
headon,vfield,12,700,ok,0,0,1,0,1,2,2.7258,0.1908,0.4436,1.3138,0.9996,6.2092,5.0072,0,0,20450,23.04,8.82
headon,vfield,12,808,ok,0,0,1,1,1,3,2.7258,0.9537,0.0124,1.3138,0.9996,6.2092,5.0072,0,0,20450,10.25,8.8
headon,vfield,12,900,ok,0,1,0,0,0,1,2.7258,0.701,1.0166,1.3138,0.9996,6.2092,5.0072,0,0,20450,-44.72,8.76
headon,vfield,12,1024,ok,0,0,1,1,2,4,2.7258,0.942,0.7392,1.3138,0.9996,6.2092,5.0072,0,0,20450,11.64,8.8
headon,vfield,12,1111,ok,0,0,2,0,1,3,2.7258,0.4082,0.5823,1.3138,0.9996,6.2092,5.0072,0,0,20450,6.32,8.76
headon,vfield,12,1234,ok,0,0,2,3,1,6,2.7258,0.4274,0.0612,1.3138,0.9996,6.2092,5.0072,0,0,20450,-47.84,8.78
headon,vfield,12,1337,ok,0,0,2,0,1,3,2.7258,0.0058,0.6473,1.3138,0.9996,6.2092,5.0072,0,0,20450,8.79,8.79
cross,waypoint,1,8,ok,0,0,0,0,0,0,5.6836,1.7212,5.247,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.81
cross,waypoint,1,11,ok,0,0,0,0,0,0,5.6836,1.2271,1.9861,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.74
cross,waypoint,1,23,ok,0,0,0,0,0,0,5.6836,1.4341,5.1438,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.72
cross,waypoint,1,42,ok,0,0,0,0,0,0,5.6836,1.1965,1.9275,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.74
cross,waypoint,1,77,ok,0,0,0,0,0,0,5.6836,1.4034,2.0614,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.73
cross,waypoint,1,101,ok,0,0,0,0,0,0,5.6836,1.2323,2.5817,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.75
cross,waypoint,1,144,ok,0,0,0,0,0,0,5.6836,1.94,5.4776,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.8
cross,waypoint,1,200,ok,0,0,0,0,0,0,5.6836,1.1818,3.7353,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.74
cross,waypoint,1,256,ok,0,0,0,0,0,0,5.6836,1.9521,5.635,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.73
cross,waypoint,1,314,ok,0,0,0,0,0,0,5.6836,1.944,5.6969,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.75
cross,waypoint,1,400,ok,0,0,0,0,0,0,5.6836,1.9289,5.6954,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.76
cross,waypoint,1,512,ok,0,0,0,0,0,0,5.6836,1.2083,4.5128,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.73
cross,waypoint,1,613,ok,0,0,0,0,0,0,5.6836,1.8928,5.5159,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.8
cross,waypoint,1,700,ok,0,0,0,0,0,0,5.6836,1.9162,5.664,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.74
cross,waypoint,1,808,ok,0,0,0,0,0,0,5.6836,1.7722,5.4097,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.73
cross,waypoint,1,900,ok,0,0,0,0,0,0,5.6836,1.2264,1.8791,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.74
cross,waypoint,1,1024,ok,0,0,0,0,0,0,5.6836,1.9132,5.4494,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.72
cross,waypoint,1,1111,ok,0,0,0,0,0,0,5.6836,1.5879,5.2669,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.84
cross,waypoint,1,1234,ok,0,0,0,0,0,0,5.6836,1.5386,5.2898,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.78
cross,waypoint,1,1337,ok,0,0,0,0,0,0,5.6836,1.7631,5.4,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.7
cross,waypoint,2,8,ok,0,0,1,0,0,1,5.6836,0.8359,4.0519,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.26,11.79
cross,waypoint,2,11,ok,0,0,1,0,0,1,5.6836,0.8543,4.0876,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.25,11.84
cross,waypoint,2,23,ok,0,0,1,0,0,1,5.6836,0.8147,4.6762,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.24,11.82
cross,waypoint,2,42,ok,0,0,1,0,0,1,5.6836,0.8179,5.9408,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.25,11.83
cross,waypoint,2,77,ok,0,0,1,0,0,1,5.6836,0.8634,4.2998,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.27,11.87
cross,waypoint,2,101,ok,0,0,1,0,0,1,5.6836,0.9259,5.6078,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.27,11.81
cross,waypoint,2,144,ok,0,0,1,0,0,1,5.6836,0.8411,4.6934,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.24,11.84
cross,waypoint,2,200,ok,0,0,1,0,0,1,5.6836,0.7157,2.8205,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.2,11.82
cross,waypoint,2,256,ok,0,0,1,0,0,1,5.6836,0.8442,5.6521,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.25,11.82
cross,waypoint,2,314,ok,0,0,1,0,0,1,5.6836,0.8232,5.6663,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.24,11.81
cross,waypoint,2,400,ok,0,0,1,0,0,1,5.6836,0.8068,4.5625,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.24,11.87
cross,waypoint,2,512,ok,0,0,1,0,0,1,5.6836,0.808,5.5761,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.23,11.85
cross,waypoint,2,613,ok,0,0,1,0,0,1,5.6836,0.8242,5.6123,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.24,11.8
cross,waypoint,2,700,ok,0,0,1,0,0,1,5.6836,0.8259,4.6101,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.24,11.84
cross,waypoint,2,808,ok,0,0,1,0,0,1,5.6836,0.8177,5.5723,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.25,11.8
cross,waypoint,2,900,ok,0,0,1,0,0,1,5.6836,0.9023,4.1939,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.27,12.12
cross,waypoint,2,1024,ok,0,0,1,0,0,1,5.6836,0.8627,5.9485,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.27,11.87
cross,waypoint,2,1111,ok,0,0,1,0,0,1,5.6836,0.8164,5.9813,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.25,11.82
cross,waypoint,2,1234,ok,0,0,1,0,0,1,5.6836,0.8243,5.7773,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.25,11.88
cross,waypoint,2,1337,ok,0,0,1,0,0,1,5.6836,0.7942,5.5063,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.23,11.87
cross,waypoint,3,8,ok,0,0,0,0,0,0,5.6836,1.128,4.5752,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.88
cross,waypoint,3,11,ok,0,0,0,0,0,0,5.6836,5.5597,4.5495,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.96
cross,waypoint,3,23,ok,0,0,0,0,0,0,5.6836,3.562,4.2405,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.99
cross,waypoint,3,42,ok,0,0,0,0,0,0,5.6836,4.3743,5.9833,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.94
cross,waypoint,3,77,ok,0,0,0,0,0,0,5.6836,2.645,3.8786,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.91
cross,waypoint,3,101,ok,0,0,0,0,0,0,5.6836,2.2814,2.7518,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.93
cross,waypoint,3,144,ok,0,0,0,0,0,0,5.6836,4.2318,4.4465,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.92
cross,waypoint,3,200,ok,0,0,0,0,0,0,5.6836,3.393,2.3908,11.6757,3.1325,37.5309,12.6454,0,0,33192,,12.01
cross,waypoint,3,256,ok,0,0,0,0,0,0,5.6836,3.6211,5.5487,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.91
cross,waypoint,3,314,ok,0,0,0,0,0,0,5.6836,3.8749,3.7847,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.92
cross,waypoint,3,400,ok,0,0,0,0,0,0,5.6836,1.0942,4.7246,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.91
cross,waypoint,3,512,ok,0,0,1,0,0,1,5.6836,0.9102,2.8587,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.26,11.96
cross,waypoint,3,613,ok,0,0,0,0,0,0,5.6836,4.8854,3.7952,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.96
cross,waypoint,3,700,ok,0,0,1,0,0,1,5.6836,0.8397,5.5314,11.6757,3.1325,37.5309,12.6454,0,0,33192,13.26,12.01
cross,waypoint,3,808,ok,0,0,0,0,0,0,5.6836,2.7745,4.8553,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.91
cross,waypoint,3,900,ok,0,0,0,0,0,0,5.6836,1.3352,5.6482,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.91
cross,waypoint,3,1024,ok,0,0,0,0,0,0,5.6836,4.8577,5.675,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.95
cross,waypoint,3,1111,ok,0,0,1,0,0,1,5.6836,0.1596,5.3833,11.6757,3.1325,37.5309,12.6454,0,0,33192,10.41,11.92
cross,waypoint,3,1234,ok,0,1,1,0,0,2,5.6836,0.1788,6.7003,11.6757,3.1325,37.5309,12.6454,0,0,33192,-40.29,11.93
cross,waypoint,3,1337,ok,0,0,0,0,0,0,5.6836,6.6998,1.8739,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.97
cross,waypoint,4,8,ok,0,2,0,0,0,2,5.6836,0.7136,2.3559,11.6757,3.1325,37.5309,12.6454,0,0,33192,15.65,11.99
cross,waypoint,4,11,ok,0,0,0,0,0,0,5.6836,2.9054,3.9795,11.6757,3.1325,37.5309,12.6454,0,0,33192,,12.06
cross,waypoint,4,23,ok,0,0,0,0,0,0,5.6836,1.2844,1.2291,11.6757,3.1325,37.5309,12.6454,0,0,33192,,11.98
cross,waypoint,4,42,ok,0,0,0,0,0,0,5.6836,2.5797,5.3685,11.6757,3.1325,37.5309,12.6454,0,0,33192,,12.05
cross,waypoint,4,77,ok,0,1,1,0,0,2,5.6836,0.4435,1.3779,11.6757,3.1325,37.5309,12.6454,0,0,33192,14.38,12.04
cross,waypoint,4,101,ok,0,0,0,0,1,1,5.6836,4.3574,0.8058,11.6757,3.1325,37.5309,12.6454,0,0,33192,-5.59,12.06
cross,waypoint,4,144,ok,0,0,1,0,0,1,5.6836,0.6841,3.1324,11.6757,3.1325,37.5309,12.6454,0,0,33192,12.46,12.03
cross,waypoint,4,200,ok,0,1,0,0,0,1,5.6836,0.7456,2.123,11.6757,3.1325,37.5309,12.6454,0,0,33192,7.76,12.02
cross,waypoint,4,256,ok,0,0,0,0,0,0,5.6836,2.8406,4.6817,11.6757,3.1325,37.5309,12.6454,0,0,33192,,12.03
cross,waypoint,4,314,ok,0,0,2,1,0,3,5.6836,0.1772,0.1581,11.6757,3.1325,37.5309,12.6454,0,0,33192,-40.16,12.05
cross,waypoint,4,400,ok,0,0,1,0,0,1,5.6836,0.1047,2.9862,11.6757,3.1325,37.5309,12.6454,0,0,33192,-40.29,12.03
cross,waypoint,4,512,ok,0,0,0,0,0,0,5.6836,3.1085,5.5654,11.6757,3.1325,37.5309,12.6454,0,0,33192,,12.08
cross,waypoint,4,613,ok,0,0,1,0,0,1,5.6836,0.8956,2.2163,11.6757,3.1325,37.5309,12.6454,0,0,33192,8.82,12.04
cross,waypoint,4,700,ok,0,0,0,0,0,0,5.6836,2.5834,1.7175,11.6757,3.1325,37.5309,12.6454,0,0,33192,,12.02
cross,waypoint,4,808,ok,0,0,0,0,0,0,5.6836,3.2085,1.0007,11.6757,3.1325,37.5309,12.6454,0,0,33192,,12.03
cross,waypoint,4,900,ok,0,0,1,0,0,1,5.6836,0.8825,2.1295,11.6757,3.1325,37.5309,12.6454,0,0,33192,12.84,12.02
cross,waypoint,4,1024,ok,0,1,0,0,0,1,5.6836,0.4431,1.24,11.6757,3.1325,37.5309,12.6454,0,0,33192,155.16,12.07
cross,waypoint,4,1111,ok,0,0,0,0,0,0,5.6836,3.2278,1.6246,11.6757,3.1325,37.5309,12.6454,0,0,33192,,12.01
cross,waypoint,4,1234,ok,0,0,1,0,2,3,5.6836,0.4508,0.2936,11.6757,3.1325,37.5309,12.6454,0,0,33192,-40.1,12.05
cross,waypoint,4,1337,ok,0,0,0,0,0,0,5.6836,1.0658,1.3796,11.6757,3.1325,37.5309,12.6454,0,0,33192,,12.04
cross,waypoint,6,8,ok,0,0,2,0,0,2,5.6836,0.2535,1.6736,11.6757,3.1325,37.5309,12.6454,0,0,33192,-38.58,12.22
cross,waypoint,6,11,ok,0,0,0,0,1,1,5.6836,3.2934,0.2941,11.6757,3.1325,37.5309,12.6454,0,0,33192,-25.4,12.33
cross,waypoint,6,23,ok,0,0,0,0,1,1,5.6836,3.0946,0.0343,11.6757,3.1325,37.5309,12.6454,0,0,33192,-22.04,12.41
cross,waypoint,6,42,ok,0,0,1,1,0,2,5.6836,0.1776,0.7132,11.6757,3.1325,37.5309,12.6454,0,0,33192,-30.81,12.33
cross,waypoint,6,77,ok,0,0,1,0,0,1,5.6836,0.5677,1.5479,11.6757,3.1325,37.5309,12.6454,0,0,33192,15.93,12.2
