mode,param,value,label,split,nFan,seed,geometry,guidance,configHash,status,totalCollisions,fanOwnCap,fanForeignCap,fanFanSame,fanFanCross,leaderLeader,minFanFanGap,minFanCapGap,minLeaderGap,redRMS,goldRMS,firstCollisionRelCPA,steps,runtimeSec
capacity,,,,holdout,4,1037,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,6.3997,10.2822,2.7258,2.0438,1.555,,8450,3.52
capacity,,,,holdout,4,1039,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,7.2933,5.6611,2.7258,2.0438,1.555,,8450,3.53
capacity,,,,holdout,4,1041,headon,vfield,d5a888c61e,ok,1,1,0,0,0,0,5.3397,0.3653,2.7258,2.0438,1.555,9.54,8450,3.51
capacity,,,,holdout,4,1043,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,3.2294,4.7745,2.7258,2.0438,1.555,,8450,3.5
capacity,,,,holdout,4,1045,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,3.7733,6.1087,2.7258,2.0438,1.555,,8450,3.54
capacity,,,,holdout,4,1047,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,7.3163,3.7672,2.7258,2.0438,1.555,,8450,3.49
capacity,,,,holdout,4,1049,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,2.9603,1.2029,2.7258,2.0438,1.555,,8450,3.49
capacity,,,,holdout,4,1051,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,10.2521,1.7488,2.7258,2.0438,1.555,,8450,3.52
capacity,,,,holdout,4,1053,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,4.5121,7.5157,2.7258,2.0438,1.555,,8450,3.57
capacity,,,,holdout,4,1055,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,7.2863,5.2353,2.7258,2.0438,1.555,,8450,3.5
capacity,,,,holdout,4,1057,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,9.5929,4.6543,2.7258,2.0438,1.555,,8450,3.48
capacity,,,,holdout,4,1059,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,6.8086,2.8562,2.7258,2.0438,1.555,,8450,3.5
capacity,,,,holdout,4,1061,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,6.0225,9.1148,2.7258,2.0438,1.555,,8450,3.5
capacity,,,,holdout,4,1063,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,4.8476,2.681,2.7258,2.0438,1.555,,8450,3.56
capacity,,,,holdout,4,1065,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,7.1212,10.3711,2.7258,2.0438,1.555,,8450,3.54
capacity,,,,holdout,4,1067,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,1.8136,3.1674,2.7258,2.0438,1.555,,8450,3.58
capacity,,,,holdout,4,1069,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,9.4977,5.5708,2.7258,2.0438,1.555,,8450,3.51
capacity,,,,holdout,4,1071,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,5.2461,3.9658,2.7258,2.0438,1.555,,8450,3.46
capacity,,,,holdout,4,1073,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,6.7194,7.2104,2.7258,2.0438,1.555,,8450,3.51
capacity,,,,holdout,4,1075,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,6.2117,1.524,2.7258,2.0438,1.555,,8450,3.56
capacity,,,,holdout,4,1077,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,4.5455,4.5571,2.7258,2.0438,1.555,,8450,3.5
capacity,,,,holdout,4,1079,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,2.8479,4.1193,2.7258,2.0438,1.555,,8450,3.56
capacity,,,,holdout,4,1081,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,5.1395,13.2427,2.7258,2.0438,1.555,,8450,3.56
capacity,,,,holdout,4,1083,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,6.0256,8.6399,2.7258,2.0438,1.555,,8450,3.56
capacity,,,,holdout,4,1085,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,8.2022,6.6314,2.7258,2.0438,1.555,,8450,3.49
capacity,,,,holdout,4,1087,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,4.984,7.898,2.7258,2.0438,1.555,,8450,3.51
capacity,,,,holdout,4,1089,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,3.9049,8.2906,2.7258,2.0438,1.555,,8450,3.48
capacity,,,,holdout,4,1091,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,7.056,5.5746,2.7258,2.0438,1.555,,8450,3.5
capacity,,,,holdout,4,1093,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,4.9427,2.1812,2.7258,2.0438,1.555,,8450,3.55
capacity,,,,holdout,4,1095,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,6.8698,9.5984,2.7258,2.0438,1.555,,8450,3.49
capacity,,,,holdout,4,1097,headon,vfield,d5a888c61e,ok,1,0,1,0,0,0,7.0617,0.0689,2.7258,2.0438,1.555,13.05,8450,3.59
capacity,,,,holdout,4,1099,headon,vfield,d5a888c61e,ok,0,0,0,0,0,0,3.2667,10.1027,2.7258,2.0438,1.555,,8450,3.56
