mode,param,value,label,split,nFan,seed,geometry,guidance,configHash,status,totalCollisions,fanOwnCap,fanForeignCap,fanFanSame,fanFanCross,leaderLeader,minFanFanGap,minFanCapGap,minLeaderGap,redRMS,goldRMS,firstCollisionRelCPA,steps,runtimeSec
capacity,,,,holdout,12,1071,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,4.8809,7.5027,2.7258,2.0438,1.555,,8450,3.89
capacity,,,,holdout,12,1073,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,8.109,7.6521,2.7258,2.0438,1.555,,8450,3.88
capacity,,,,holdout,12,1075,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,1.6627,2.4884,2.7258,2.0438,1.555,,8450,3.86
capacity,,,,holdout,12,1077,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,4.287,3.2116,2.7258,2.0438,1.555,,8450,3.9
capacity,,,,holdout,12,1079,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,4.9069,6.5147,2.7258,2.0438,1.555,,8450,3.92
capacity,,,,holdout,12,1081,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,8.0662,9.6741,2.7258,2.0438,1.555,,8450,3.93
capacity,,,,holdout,12,1083,headon,vfield,f10d62c73d,ok,1,0,1,0,0,0,5.3868,0.3164,2.7258,2.0438,1.555,41.38,8450,3.92
capacity,,,,holdout,12,1085,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,2.5189,9.0886,2.7258,2.0438,1.555,,8450,3.88
capacity,,,,holdout,12,1087,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,6.2868,5.0428,2.7258,2.0438,1.555,,8450,3.88
capacity,,,,holdout,12,1089,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,1.4806,10.7997,2.7258,2.0438,1.555,,8450,3.87
capacity,,,,holdout,12,1091,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,5.6224,9.1188,2.7258,2.0438,1.555,,8450,3.88
capacity,,,,holdout,12,1093,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,7.5194,7.8545,2.7258,2.0438,1.555,,8450,3.88
capacity,,,,holdout,12,1095,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,3.717,10.9299,2.7258,2.0438,1.555,,8450,3.87
capacity,,,,holdout,12,1097,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,4.5087,2.8225,2.7258,2.0438,1.555,,8450,3.89
capacity,,,,holdout,12,1099,headon,vfield,f10d62c73d,ok,0,0,0,0,0,0,5.7899,6.138,2.7258,2.0438,1.555,,8450,3.93
