geometry,guidance,nFan,seed,status,configHash,leaderLeader,fanOwnCap,fanForeignCap,fanFanSame,fanFanCross,totalCollisions,minLeaderGap,minFanCapGap,minFanFanGap,redRMS,goldRMS,redPeak,goldPeak,stopsRed,stopsGold,steps,firstCollisionRelCPA,runtimeSec
headon,vfield,8,101,ok,f10d62c73d,0,0,0,0,0,0,2.7258,9.9977,10.2505,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.62
headon,vfield,8,144,ok,f10d62c73d,0,0,0,0,0,0,2.7258,5.2726,2.4987,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.62
headon,vfield,8,200,ok,f10d62c73d,0,0,0,0,0,0,2.7258,7.6735,7.7854,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.62
headon,vfield,8,256,ok,f10d62c73d,0,0,0,0,0,0,2.7258,6.5841,12.5159,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.64
headon,vfield,8,314,ok,f10d62c73d,0,0,0,0,0,0,2.7258,8.7269,2.3437,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.63
headon,vfield,8,400,ok,f10d62c73d,0,0,0,0,0,0,2.7258,12.7091,6.3421,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.62
headon,vfield,8,512,ok,f10d62c73d,0,0,0,0,0,0,2.7258,10.822,7.7536,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.7
headon,vfield,8,613,ok,f10d62c73d,0,0,0,0,0,0,2.7258,8.8133,8.7068,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.67
headon,vfield,8,700,ok,f10d62c73d,0,0,1,0,0,1,2.7258,0.5775,6.73,2.0438,1.555,6.2092,5.0072,0,0,8450,26.58,3.65
headon,vfield,8,808,ok,f10d62c73d,0,0,0,0,0,0,2.7258,6.5575,8.7512,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.63
headon,vfield,8,900,ok,f10d62c73d,0,0,0,1,0,1,2.7258,9.9271,0.3759,2.0438,1.555,6.2092,5.0072,0,0,8450,-23.37,3.67
headon,vfield,8,1024,ok,f10d62c73d,0,0,0,0,0,0,2.7258,8.3918,3.3534,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.65
headon,vfield,8,1111,ok,f10d62c73d,0,0,0,0,0,0,2.7258,4.9007,11.1137,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.65
headon,vfield,8,1234,ok,f10d62c73d,0,0,1,0,0,1,2.7258,0.1183,5.6106,2.0438,1.555,6.2092,5.0072,0,0,8450,17.84,3.63
headon,vfield,8,1337,ok,f10d62c73d,0,0,0,0,0,0,2.7258,5.3248,9.4206,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.81
headon,vfield,12,8,ok,f10d62c73d,0,0,0,0,0,0,2.7258,2.3905,10.3082,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.85
headon,vfield,12,11,ok,f10d62c73d,0,0,0,0,0,0,2.7258,7.6531,2.4518,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.86
headon,vfield,12,23,ok,f10d62c73d,0,0,0,1,0,1,2.7258,6.4146,0.6889,2.0438,1.555,6.2092,5.0072,0,0,8450,-13.5,3.85
headon,vfield,12,42,ok,f10d62c73d,0,0,0,0,0,0,2.7258,15.4377,8.655,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.83
headon,vfield,12,77,ok,f10d62c73d,0,0,0,0,0,0,2.7258,10.6379,9.8864,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.84
headon,vfield,12,101,ok,f10d62c73d,0,0,0,0,0,0,2.7258,8.9597,9.1069,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.85
headon,vfield,12,144,ok,f10d62c73d,0,0,1,0,0,1,2.7258,0.1071,4.686,2.0438,1.555,6.2092,5.0072,0,0,8450,12.25,3.85
headon,vfield,12,200,ok,f10d62c73d,0,0,0,0,0,0,2.7258,4.9514,5.5415,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.84
headon,vfield,12,256,ok,f10d62c73d,0,0,0,0,0,0,2.7258,13.8907,6.1545,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.85
headon,vfield,12,314,ok,f10d62c73d,0,0,0,0,0,0,2.7258,8.0238,3.901,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.85
headon,vfield,12,400,ok,f10d62c73d,0,0,0,0,0,0,2.7258,4.7456,6.5379,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.88
headon,vfield,12,512,ok,f10d62c73d,0,0,0,0,0,0,2.7258,12.1366,1.3304,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.87
headon,vfield,12,613,ok,f10d62c73d,0,0,0,0,0,0,2.7258,2.6551,5.7797,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.84
headon,vfield,12,700,ok,f10d62c73d,0,0,0,0,0,0,2.7258,12.8781,8.345,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.82
headon,vfield,12,808,ok,f10d62c73d,0,0,0,0,0,0,2.7258,2.1318,1.322,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.84
headon,vfield,12,900,ok,f10d62c73d,0,0,0,0,0,0,2.7258,13.7474,3.1673,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.84
headon,vfield,12,1024,ok,f10d62c73d,0,0,0,0,0,0,2.7258,10.0363,2.628,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.84
headon,vfield,12,1111,ok,f10d62c73d,0,0,0,0,0,0,2.7258,8.4773,5.5845,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.85
headon,vfield,12,1234,ok,f10d62c73d,0,0,0,0,0,0,2.7258,4.2122,1.0297,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.84
headon,vfield,12,1337,ok,f10d62c73d,0,0,0,0,0,0,2.7258,9.3783,9.2065,2.0438,1.555,6.2092,5.0072,0,0,8450,,3.83
cross,waypoint,1,8,ok,f10d62c73d,0,0,0,0,0,0,6.8714,12.5933,10.2669,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.11
cross,waypoint,1,11,ok,f10d62c73d,0,0,0,0,0,0,6.8714,14.3205,14.4178,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.1
cross,waypoint,1,23,ok,f10d62c73d,0,0,0,0,0,0,6.8714,14.0014,8.9359,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.09
cross,waypoint,1,42,ok,f10d62c73d,0,0,0,0,0,0,6.8714,13.826,8.7977,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.14
cross,waypoint,1,77,ok,f10d62c73d,0,0,0,0,0,0,6.8714,16.1995,10.8256,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.14
cross,waypoint,1,101,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.6066,9.7942,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.15
cross,waypoint,1,144,ok,f10d62c73d,0,0,0,0,0,0,6.8714,12.516,18.7221,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.14
cross,waypoint,1,200,ok,f10d62c73d,0,0,0,0,0,0,6.8714,11.279,15.8034,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.12
cross,waypoint,1,256,ok,f10d62c73d,0,0,0,0,0,0,6.8714,2.1963,6.9117,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.12
cross,waypoint,1,314,ok,f10d62c73d,0,0,0,0,0,0,6.8714,15.9569,17.5268,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.43
cross,waypoint,1,400,ok,f10d62c73d,0,0,0,0,0,0,6.8714,13.3144,13.1066,12.0732,9.1696,18.6244,15.423,0,0,20799,,9.25
cross,waypoint,1,512,ok,f10d62c73d,0,0,0,0,0,0,6.8714,12.6412,9.3785,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.44
cross,waypoint,1,613,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.5627,14.8559,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.2
cross,waypoint,1,700,ok,f10d62c73d,0,0,0,0,0,0,6.8714,11.4162,19.9378,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.15
cross,waypoint,1,808,ok,f10d62c73d,0,0,0,0,0,0,6.8714,13.0411,9.0274,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.11
cross,waypoint,1,900,ok,f10d62c73d,0,0,0,0,0,0,6.8714,15.112,12.1278,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.12
cross,waypoint,1,1024,ok,f10d62c73d,0,0,0,0,0,0,6.8714,13.9097,15.6241,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.11
cross,waypoint,1,1111,ok,f10d62c73d,0,0,0,0,0,0,6.8714,12.6027,19.0154,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.18
cross,waypoint,1,1234,ok,f10d62c73d,0,0,0,0,0,0,6.8714,13.7361,11.5538,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.14
cross,waypoint,1,1337,ok,f10d62c73d,0,0,0,0,0,0,6.8714,12.942,17.3474,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.12
cross,waypoint,2,8,ok,f10d62c73d,0,0,0,0,0,0,6.8714,14.174,8.2353,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.22
cross,waypoint,2,11,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.2052,9.625,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.21
cross,waypoint,2,23,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.1356,11.521,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.18
cross,waypoint,2,42,ok,f10d62c73d,0,0,0,0,0,0,6.8714,5.5335,7.9101,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.18
cross,waypoint,2,77,ok,f10d62c73d,0,0,0,0,0,0,6.8714,13.3261,7.4043,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.18
cross,waypoint,2,101,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.9566,5.2272,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.22
cross,waypoint,2,144,ok,f10d62c73d,0,0,0,0,0,0,6.8714,10.5631,13.7998,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.19
cross,waypoint,2,200,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.6561,7.4056,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.35
cross,waypoint,2,256,ok,f10d62c73d,0,0,0,0,0,0,6.8714,12.4467,7.7601,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.22
cross,waypoint,2,314,ok,f10d62c73d,0,0,0,0,0,0,6.8714,10.34,8.8196,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.23
cross,waypoint,2,400,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.1882,6.5227,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.18
cross,waypoint,2,512,ok,f10d62c73d,0,0,0,0,0,0,6.8714,13.5345,9.3234,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.18
cross,waypoint,2,613,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.0544,7.4907,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.17
cross,waypoint,2,700,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.9605,8.4456,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.3
cross,waypoint,2,808,ok,f10d62c73d,0,0,0,0,0,0,6.8714,11.269,9.9973,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.36
cross,waypoint,2,900,ok,f10d62c73d,0,0,0,0,0,0,6.8714,13.9817,4.4476,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.19
cross,waypoint,2,1024,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.8473,8.414,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.19
cross,waypoint,2,1111,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.2473,13.3256,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.25
cross,waypoint,2,1234,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.9477,3.4827,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.22
cross,waypoint,2,1337,ok,f10d62c73d,0,0,0,0,0,0,6.8714,12.1836,12.0883,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.25
cross,waypoint,3,8,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.9614,3.2091,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.33
cross,waypoint,3,11,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.1819,10.2537,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.33
cross,waypoint,3,23,ok,f10d62c73d,0,0,0,0,0,0,6.8714,3.3385,5.9401,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.31
cross,waypoint,3,42,ok,f10d62c73d,0,0,0,0,0,0,6.8714,5.2222,7.7865,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.31
cross,waypoint,3,77,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.346,5.4681,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.27
cross,waypoint,3,101,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.4988,4.596,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.31
cross,waypoint,3,144,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.5883,7.7517,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.32
cross,waypoint,3,200,ok,f10d62c73d,0,0,0,0,0,0,6.8714,10.0443,7.1972,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.29
cross,waypoint,3,256,ok,f10d62c73d,0,1,0,0,0,1,6.8714,0.2157,6.1633,12.0732,9.1696,18.6244,15.423,0,0,20799,24.06,8.29
cross,waypoint,3,314,ok,f10d62c73d,0,0,0,0,0,0,6.8714,10.4916,8.2647,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.35
cross,waypoint,3,400,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.0086,9.3366,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.34
cross,waypoint,3,512,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.4466,8.7348,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.36
cross,waypoint,3,613,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.2904,9.4622,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.34
cross,waypoint,3,700,ok,f10d62c73d,0,0,1,0,0,1,6.8714,0.7272,4.857,12.0732,9.1696,18.6244,15.423,0,0,20799,32.91,8.33
cross,waypoint,3,808,ok,f10d62c73d,0,0,0,1,0,1,6.8714,7.6277,0.2432,12.0732,9.1696,18.6244,15.423,0,0,20799,30.34,8.37
cross,waypoint,3,900,ok,f10d62c73d,0,0,0,0,0,0,6.8714,10.7296,5.4601,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.31
cross,waypoint,3,1024,ok,f10d62c73d,0,0,0,0,0,0,6.8714,6.8091,5.2795,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.31
cross,waypoint,3,1111,ok,f10d62c73d,0,0,0,0,0,0,6.8714,6.3378,6.406,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.31
cross,waypoint,3,1234,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.8681,10.1052,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.3
cross,waypoint,3,1337,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.2065,7.6359,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.29
cross,waypoint,4,8,ok,f10d62c73d,0,0,0,0,0,0,6.8714,6.6461,4.8687,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.3
cross,waypoint,4,11,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.669,4.9745,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.32
cross,waypoint,4,23,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.5912,1.7096,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.44
cross,waypoint,4,42,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.6697,4.0152,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.32
cross,waypoint,4,77,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.5522,7.3307,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.37
cross,waypoint,4,101,ok,f10d62c73d,0,0,0,0,0,0,6.8714,1.8534,5.219,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.33
cross,waypoint,4,144,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.6267,6.3723,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.36
cross,waypoint,4,200,ok,f10d62c73d,0,0,0,0,0,0,6.8714,6.3415,1.4281,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.36
cross,waypoint,4,256,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.2793,5.1841,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.33
cross,waypoint,4,314,ok,f10d62c73d,0,0,0,0,0,0,6.8714,11.5991,1.5823,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.36
cross,waypoint,4,400,ok,f10d62c73d,0,0,0,0,0,0,6.8714,10.4446,5.0986,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.37
cross,waypoint,4,512,ok,f10d62c73d,0,0,0,0,0,0,6.8714,10.5122,7.9255,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.34
cross,waypoint,4,613,ok,f10d62c73d,0,0,0,1,0,1,6.8714,8.774,0.5564,12.0732,9.1696,18.6244,15.423,0,0,20799,-4.77,8.33
cross,waypoint,4,700,ok,f10d62c73d,0,0,1,0,0,1,6.8714,0.5378,5.6623,12.0732,9.1696,18.6244,15.423,0,0,20799,36.24,8.29
cross,waypoint,4,808,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.0981,8.2606,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.28
cross,waypoint,4,900,ok,f10d62c73d,0,0,0,0,0,0,6.8714,10.8089,3.636,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.29
cross,waypoint,4,1024,ok,f10d62c73d,0,0,0,0,0,0,6.8714,3.5272,3.1427,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.31
cross,waypoint,4,1111,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.2307,3.8391,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.32
cross,waypoint,4,1234,ok,f10d62c73d,0,0,0,0,0,0,6.8714,1.7416,1.4235,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.35
cross,waypoint,4,1337,ok,f10d62c73d,0,0,0,0,0,0,6.8714,6.6242,4.1591,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.35
cross,waypoint,6,8,ok,f10d62c73d,0,0,0,0,1,1,6.8714,10.6863,0.6666,12.0732,9.1696,18.6244,15.423,0,0,20799,125.71,8.48
cross,waypoint,6,11,ok,f10d62c73d,0,0,0,0,1,1,6.8714,6.4404,0.3702,12.0732,9.1696,18.6244,15.423,0,0,20799,118.77,8.65
cross,waypoint,6,23,ok,f10d62c73d,0,0,0,0,0,0,6.8714,2.5665,2.055,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.81
cross,waypoint,6,42,ok,f10d62c73d,0,0,0,1,0,1,6.8714,7.5521,0.773,12.0732,9.1696,18.6244,15.423,0,0,20799,-41.39,8.48
cross,waypoint,6,77,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.228,1.3809,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.49
cross,waypoint,6,101,ok,f10d62c73d,0,0,0,0,0,0,6.8714,3.4646,3.2379,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.65
cross,waypoint,6,144,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.9741,1.1657,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.53
cross,waypoint,6,200,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.7134,8.4438,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.55
cross,waypoint,6,256,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.5073,3.7384,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.47
cross,waypoint,6,314,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.5421,1.5985,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.45
cross,waypoint,6,400,ok,f10d62c73d,0,0,0,0,0,0,6.8714,2.3273,3.9741,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.44
cross,waypoint,6,512,ok,f10d62c73d,0,0,0,0,0,0,6.8714,4.5857,4.0128,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.46
cross,waypoint,6,613,ok,f10d62c73d,0,0,0,0,0,0,6.8714,5.5838,2.1292,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.47
cross,waypoint,6,700,ok,f10d62c73d,0,0,0,0,0,0,6.8714,4.3656,5.4755,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.53
cross,waypoint,6,808,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.2903,4.0956,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.51
cross,waypoint,6,900,ok,f10d62c73d,0,0,0,0,0,0,6.8714,3.6962,2.6909,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.54
cross,waypoint,6,1024,ok,f10d62c73d,0,0,0,1,0,1,6.8714,4.3931,0.0511,12.0732,9.1696,18.6244,15.423,0,0,20799,137.89,8.51
cross,waypoint,6,1111,ok,f10d62c73d,0,0,0,0,1,1,6.8714,7.1101,0.4447,12.0732,9.1696,18.6244,15.423,0,0,20799,71.71,8.46
cross,waypoint,6,1234,ok,f10d62c73d,0,0,0,0,0,0,6.8714,3.521,2.2673,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.54
cross,waypoint,6,1337,ok,f10d62c73d,0,0,0,0,0,0,6.8714,6.1345,5.4847,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.61
cross,waypoint,8,8,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.7614,1.6633,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.65
cross,waypoint,8,11,ok,f10d62c73d,0,0,0,0,0,0,6.8714,4.1387,3.4496,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.64
cross,waypoint,8,23,ok,f10d62c73d,0,0,0,0,0,0,6.8714,2.9128,1.4716,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.64
cross,waypoint,8,42,ok,f10d62c73d,0,0,0,1,0,1,6.8714,5.2538,0.142,12.0732,9.1696,18.6244,15.423,0,0,20799,89.04,8.7
cross,waypoint,8,77,ok,f10d62c73d,0,0,0,0,0,0,6.8714,3.1837,2.8874,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.65
cross,waypoint,8,101,ok,f10d62c73d,0,0,0,0,0,0,6.8714,9.2864,1.6928,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.65
cross,waypoint,8,144,ok,f10d62c73d,0,0,0,1,1,2,6.8714,1.0343,0.5865,12.0732,9.1696,18.6244,15.423,0,0,20799,48.28,8.63
cross,waypoint,8,200,ok,f10d62c73d,0,0,1,0,0,1,6.8714,0.1376,3.1991,12.0732,9.1696,18.6244,15.423,0,0,20799,26.07,8.61
cross,waypoint,8,256,ok,f10d62c73d,0,0,0,1,3,4,6.8714,3.8931,0.2366,12.0732,9.1696,18.6244,15.423,0,0,20799,7.17,8.62
cross,waypoint,8,314,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.3589,1.2383,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.63
cross,waypoint,8,400,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.1597,1.1458,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.64
cross,waypoint,8,512,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.2499,1.2823,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.69
cross,waypoint,8,613,ok,f10d62c73d,0,0,0,1,0,1,6.8714,5.0086,0.4382,12.0732,9.1696,18.6244,15.423,0,0,20799,106.18,8.68
cross,waypoint,8,700,ok,f10d62c73d,0,0,0,1,0,1,6.8714,2.9059,0.9713,12.0732,9.1696,18.6244,15.423,0,0,20799,40.4,8.62
cross,waypoint,8,808,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.898,2.3947,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.63
cross,waypoint,8,900,ok,f10d62c73d,0,0,0,1,0,1,6.8714,8.419,0.3754,12.0732,9.1696,18.6244,15.423,0,0,20799,-43.38,8.63
cross,waypoint,8,1024,ok,f10d62c73d,0,0,0,0,0,0,6.8714,3.8623,2.4592,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.6
cross,waypoint,8,1111,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.8705,2.2889,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.62
cross,waypoint,8,1234,ok,f10d62c73d,0,0,0,0,0,0,6.8714,2.0553,2.5993,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.64
cross,waypoint,8,1337,ok,f10d62c73d,0,0,0,0,0,0,6.8714,5.3236,1.2864,12.0732,9.1696,18.6244,15.423,0,0,20799,,8.68
cross,waypoint,12,8,ok,f10d62c73d,0,0,0,2,0,2,6.8714,6.1206,0.1547,12.0732,9.1696,18.6244,15.423,0,0,20799,127.94,9.15
cross,waypoint,12,11,ok,f10d62c73d,0,0,0,0,0,0,6.8714,2.0392,1.4291,12.0732,9.1696,18.6244,15.423,0,0,20799,,9.14
cross,waypoint,12,23,ok,f10d62c73d,0,0,0,1,1,2,6.8714,1.5932,0.6695,12.0732,9.1696,18.6244,15.423,0,0,20799,-33.53,9.17
cross,waypoint,12,42,ok,f10d62c73d,0,1,0,0,0,1,6.8714,0.6421,2.271,12.0732,9.1696,18.6244,15.423,0,0,20799,129.52,9.16
cross,waypoint,12,77,ok,f10d62c73d,0,0,0,0,1,1,6.8714,7.7792,0.5501,12.0732,9.1696,18.6244,15.423,0,0,20799,130.96,9.15
cross,waypoint,12,101,ok,f10d62c73d,0,1,0,1,0,2,6.8714,0.006,0.5014,12.0732,9.1696,18.6244,15.423,0,0,20799,32.07,9.16
cross,waypoint,12,144,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.2565,2.309,12.0732,9.1696,18.6244,15.423,0,0,20799,,9.21
cross,waypoint,12,200,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.1014,1.3021,12.0732,9.1696,18.6244,15.423,0,0,20799,,9.21
cross,waypoint,12,256,ok,f10d62c73d,0,0,0,0,1,1,6.8714,5.8858,0.2096,12.0732,9.1696,18.6244,15.423,0,0,20799,69.94,9.29
cross,waypoint,12,314,ok,f10d62c73d,0,0,0,1,2,3,6.8714,1.5003,0.2953,12.0732,9.1696,18.6244,15.423,0,0,20799,71.57,9.18
cross,waypoint,12,400,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.5851,1.4388,12.0732,9.1696,18.6244,15.423,0,0,20799,,9.18
cross,waypoint,12,512,ok,f10d62c73d,0,0,0,0,1,1,6.8714,8.9813,0.0232,12.0732,9.1696,18.6244,15.423,0,0,20799,82.89,9.13
cross,waypoint,12,613,ok,f10d62c73d,0,0,0,0,2,2,6.8714,6.3169,0.8686,12.0732,9.1696,18.6244,15.423,0,0,20799,41.55,9.4
cross,waypoint,12,700,ok,f10d62c73d,0,1,0,0,1,2,6.8714,0.798,0.7825,12.0732,9.1696,18.6244,15.423,0,0,20799,90.54,9.29
cross,waypoint,12,808,ok,f10d62c73d,0,0,0,0,3,3,6.8714,8.0433,0.2487,12.0732,9.1696,18.6244,15.423,0,0,20799,42.34,9.28
