geometry,guidance,nFan,seed,status,configHash,leaderLeader,fanOwnCap,fanForeignCap,fanFanSame,fanFanCross,totalCollisions,minLeaderGap,minFanCapGap,minFanFanGap,redRMS,goldRMS,redPeak,goldPeak,stopsRed,stopsGold,steps,firstCollisionRelCPA,runtimeSec
cross,waypoint,12,900,ok,f10d62c73d,0,0,0,0,0,0,6.8714,7.4812,2.121,12.0732,9.1696,18.6244,15.423,0,0,20799,,9.21
cross,waypoint,12,1024,ok,f10d62c73d,0,0,0,1,0,1,6.8714,8.6296,0.6127,12.0732,9.1696,18.6244,15.423,0,0,20799,81.94,9.18
cross,waypoint,12,1111,ok,f10d62c73d,0,0,0,0,0,0,6.8714,8.6738,1.3976,12.0732,9.1696,18.6244,15.423,0,0,20799,,9.26
cross,waypoint,12,1234,ok,f10d62c73d,0,0,1,0,0,1,6.8714,0.4711,1.2216,12.0732,9.1696,18.6244,15.423,0,0,20799,95.51,9.15
cross,waypoint,12,1337,ok,f10d62c73d,0,0,0,0,0,0,6.8714,1.0349,1.0392,12.0732,9.1696,18.6244,15.423,0,0,20799,,9.14
cross,vfield,1,8,ok,f10d62c73d,0,0,0,0,0,0,7.2337,15.7353,8.892,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.48
cross,vfield,1,11,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.0835,19.7009,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.47
cross,vfield,1,23,ok,f10d62c73d,0,0,0,0,0,0,7.2337,10.0243,34.4065,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.51
cross,vfield,1,42,ok,f10d62c73d,0,0,0,0,0,0,7.2337,10.6185,35.6241,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.49
cross,vfield,1,77,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.0071,19.6761,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.46
cross,vfield,1,101,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.6066,19.4767,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.47
cross,vfield,1,144,ok,f10d62c73d,0,0,0,0,0,0,7.2337,11.47,19.7623,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.5
cross,vfield,1,200,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.8287,18.208,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.51
cross,vfield,1,256,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.935,35.9462,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.49
cross,vfield,1,314,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.6778,19.818,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.51
cross,vfield,1,400,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.8844,28.679,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.5
cross,vfield,1,512,ok,f10d62c73d,0,0,0,0,0,0,7.2337,13.0584,9.0059,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.52
cross,vfield,1,613,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.755,19.1836,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.51
cross,vfield,1,700,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.4502,19.9753,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.54
cross,vfield,1,808,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.9791,31.9144,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.57
cross,vfield,1,900,ok,f10d62c73d,0,0,0,0,0,0,7.2337,18.0971,19.8737,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.77
cross,vfield,1,1024,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.586,34.7228,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.69
cross,vfield,1,1111,ok,f10d62c73d,0,0,0,0,0,0,7.2337,11.1617,19.7852,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.54
cross,vfield,1,1234,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.721,14.2784,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.52
cross,vfield,1,1337,ok,f10d62c73d,0,0,0,0,0,0,7.2337,10.6058,18.7811,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.52
cross,vfield,2,8,ok,f10d62c73d,0,0,0,0,0,0,7.2337,11.2208,12.8428,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.58
cross,vfield,2,11,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.3442,8.9286,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.58
cross,vfield,2,23,ok,f10d62c73d,0,0,0,0,0,0,7.2337,11.0979,16.04,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.63
cross,vfield,2,42,ok,f10d62c73d,0,0,0,0,0,0,7.2337,10.6477,8.5599,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.58
cross,vfield,2,77,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.5223,8.6409,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.59
cross,vfield,2,101,ok,f10d62c73d,0,0,0,0,0,0,7.2337,4.7448,9.4163,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.57
cross,vfield,2,144,ok,f10d62c73d,0,0,0,0,0,0,7.2337,4.978,18.2804,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.58
cross,vfield,2,200,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.729,12.0827,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.64
cross,vfield,2,256,ok,f10d62c73d,0,0,0,0,0,0,7.2337,12.4467,9.9102,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.59
cross,vfield,2,314,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.43,9.0281,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.56
cross,vfield,2,400,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.1887,15.6934,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.57
cross,vfield,2,512,ok,f10d62c73d,0,0,0,0,0,0,7.2337,12.0123,16.2079,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.59
cross,vfield,2,613,ok,f10d62c73d,0,0,0,0,0,0,7.2337,10.9025,4.0909,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.58
cross,vfield,2,700,ok,f10d62c73d,0,0,0,0,0,0,7.2337,13.022,11.5492,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.69
cross,vfield,2,808,ok,f10d62c73d,0,0,0,0,0,0,7.2337,13.4605,9.8697,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.61
cross,vfield,2,900,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.4611,9.9364,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.6
cross,vfield,2,1024,ok,f10d62c73d,0,0,0,0,0,0,7.2337,12.2809,10.8259,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.58
cross,vfield,2,1111,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.2473,7.611,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.57
cross,vfield,2,1234,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.0029,3.568,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.59
cross,vfield,2,1337,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.5541,12.0883,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.62
cross,vfield,3,8,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.0545,7.7246,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.67
cross,vfield,3,11,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.923,3.2804,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.75
cross,vfield,3,23,ok,f10d62c73d,0,1,0,0,0,1,7.2337,0.1115,8.5959,2.861,0.3903,10.0176,1.6763,0,0,14460,24.24,5.65
cross,vfield,3,42,ok,f10d62c73d,0,0,0,0,0,0,7.2337,13.759,8.9512,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.64
cross,vfield,3,77,ok,f10d62c73d,0,0,0,0,0,0,7.2337,3.2179,4.0903,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.65
cross,vfield,3,101,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.5382,12.3906,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.64
cross,vfield,3,144,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.4503,12.0124,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.63
cross,vfield,3,200,ok,f10d62c73d,0,0,0,0,0,0,7.2337,10.2395,3.6831,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.64
cross,vfield,3,256,ok,f10d62c73d,0,0,0,0,0,0,7.2337,10.4791,6.183,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.62
cross,vfield,3,314,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.1416,9.4739,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.65
cross,vfield,3,400,ok,f10d62c73d,0,0,0,0,0,0,7.2337,4.6211,9.8809,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.66
cross,vfield,3,512,ok,f10d62c73d,0,0,0,0,0,0,7.2337,12.684,11.2856,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.73
cross,vfield,3,613,ok,f10d62c73d,0,0,0,0,0,0,7.2337,12.0948,13.4392,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.86
cross,vfield,3,700,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.3415,5.4484,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.71
cross,vfield,3,808,ok,f10d62c73d,0,0,0,0,0,0,7.2337,10.0578,5.8079,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.68
cross,vfield,3,900,ok,f10d62c73d,0,0,0,0,0,0,7.2337,15.3404,9.5229,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.7
cross,vfield,3,1024,ok,f10d62c73d,0,1,0,0,0,1,7.2337,0.8312,5.297,2.861,0.3903,10.0176,1.6763,0,0,14460,22.63,5.7
cross,vfield,3,1111,ok,f10d62c73d,0,0,0,0,0,0,7.2337,3.1846,9.3804,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.7
cross,vfield,3,1234,ok,f10d62c73d,0,0,0,0,0,0,7.2337,3.0145,7.7934,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.77
cross,vfield,3,1337,ok,f10d62c73d,0,0,0,0,1,1,7.2337,7.0082,0.9764,2.861,0.3903,10.0176,1.6763,0,0,14460,57.69,5.83
cross,vfield,4,8,ok,f10d62c73d,0,0,0,0,0,0,7.2337,12.229,6.6604,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.71
cross,vfield,4,11,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.892,3.282,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.96
cross,vfield,4,23,ok,f10d62c73d,0,0,0,0,0,0,7.2337,1.0433,1.7104,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.72
cross,vfield,4,42,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.7838,3.7207,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.84
cross,vfield,4,77,ok,f10d62c73d,0,0,0,1,0,1,7.2337,6.7209,0.5295,2.861,0.3903,10.0176,1.6763,0,0,14460,13.32,5.94
cross,vfield,4,101,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.1613,3.5687,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.66
cross,vfield,4,144,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.3185,4.5639,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.67
cross,vfield,4,200,ok,f10d62c73d,0,0,0,0,0,0,7.2337,10.3713,1.4494,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.66
cross,vfield,4,256,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.3128,5.4753,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.64
cross,vfield,4,314,ok,f10d62c73d,0,1,0,0,0,1,7.2337,0.6661,3.8366,2.861,0.3903,10.0176,1.6763,0,0,14460,26.64,5.67
cross,vfield,4,400,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.583,3.1755,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.69
cross,vfield,4,512,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.5766,7.2729,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.69
cross,vfield,4,613,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.9089,4.2831,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.97
cross,vfield,4,700,ok,f10d62c73d,0,1,0,0,0,1,7.2337,0.6831,6.0285,2.861,0.3903,10.0176,1.6763,0,0,14460,25.47,5.71
cross,vfield,4,808,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.8661,7.2524,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.74
cross,vfield,4,900,ok,f10d62c73d,0,0,0,0,0,0,7.2337,3.7028,6.3076,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.05
cross,vfield,4,1024,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.7683,1.5576,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.8
cross,vfield,4,1111,ok,f10d62c73d,0,0,0,0,0,0,7.2337,3.8215,10.9919,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.6
cross,vfield,4,1234,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.5626,10.736,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.96
cross,vfield,4,1337,ok,f10d62c73d,0,0,0,0,0,0,7.2337,3.8655,4.1579,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.65
cross,vfield,6,8,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.1779,6.2667,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.93
cross,vfield,6,11,ok,f10d62c73d,0,0,0,0,0,0,7.2337,1.3382,6.7459,2.861,0.3903,10.0176,1.6763,0,0,14460,,7.5
cross,vfield,6,23,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.1291,7.218,2.861,0.3903,10.0176,1.6763,0,0,14460,,7.9
cross,vfield,6,42,ok,f10d62c73d,0,0,0,1,0,1,7.2337,6.1372,0.7434,2.861,0.3903,10.0176,1.6763,0,0,14460,-37.36,8.09
cross,vfield,6,77,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.7786,5.0442,2.861,0.3903,10.0176,1.6763,0,0,14460,,8.17
cross,vfield,6,101,ok,f10d62c73d,0,0,0,0,0,0,7.2337,2.1054,6.1657,2.861,0.3903,10.0176,1.6763,0,0,14460,,8.44
cross,vfield,6,144,ok,f10d62c73d,0,0,0,0,0,0,7.2337,4.3343,4.1479,2.861,0.3903,10.0176,1.6763,0,0,14460,,8.41
cross,vfield,6,200,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.0251,5.2648,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.4
cross,vfield,6,256,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.5379,2.6855,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.99
cross,vfield,6,314,ok,f10d62c73d,0,0,0,0,0,0,7.2337,3.8967,6.3529,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.61
cross,vfield,6,400,ok,f10d62c73d,0,0,0,1,0,1,7.2337,8.3718,0.7531,2.861,0.3903,10.0176,1.6763,0,0,14460,62.69,5.81
cross,vfield,6,512,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.3091,6.6616,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.02
cross,vfield,6,613,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.9031,4.1885,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.79
cross,vfield,6,700,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.2505,5.5895,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.78
cross,vfield,6,808,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.2344,8.3778,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.78
cross,vfield,6,900,ok,f10d62c73d,0,0,0,0,0,0,7.2337,2.4191,7.6404,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.77
cross,vfield,6,1024,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.6704,2.1459,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.83
cross,vfield,6,1111,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.7176,6.8605,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.84
cross,vfield,6,1234,ok,f10d62c73d,0,0,0,0,0,0,7.2337,4.9081,1.4037,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.77
cross,vfield,6,1337,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.7608,3.2628,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.78
cross,vfield,8,8,ok,f10d62c73d,0,0,0,0,0,0,7.2337,2.8193,4.5146,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.95
cross,vfield,8,11,ok,f10d62c73d,0,0,0,0,0,0,7.2337,3.9326,6.1736,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.9
cross,vfield,8,23,ok,f10d62c73d,0,0,0,0,0,0,7.2337,2.316,2.5585,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.9
cross,vfield,8,42,ok,f10d62c73d,0,0,0,0,0,0,7.2337,3.4507,3.9764,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.9
cross,vfield,8,77,ok,f10d62c73d,0,0,0,0,0,0,7.2337,2.9578,5.6978,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.91
cross,vfield,8,101,ok,f10d62c73d,0,1,0,0,0,1,7.2337,0.9434,2.8114,2.861,0.3903,10.0176,1.6763,0,0,14460,17.54,5.93
cross,vfield,8,144,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.3529,2.4987,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.92
cross,vfield,8,200,ok,f10d62c73d,0,0,0,0,0,0,7.2337,4.8814,4.8332,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.93
cross,vfield,8,256,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.2626,6.6178,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.98
cross,vfield,8,314,ok,f10d62c73d,0,0,0,1,0,1,7.2337,1.7777,0.9254,2.861,0.3903,10.0176,1.6763,0,0,14460,50.24,5.95
cross,vfield,8,400,ok,f10d62c73d,0,0,0,0,0,0,7.2337,4.5558,4.9496,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.91
cross,vfield,8,512,ok,f10d62c73d,0,0,0,0,0,0,7.2337,12.0343,5.1316,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.94
cross,vfield,8,613,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.2981,3.7222,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.92
cross,vfield,8,700,ok,f10d62c73d,0,0,0,0,0,0,7.2337,11.7304,4.6695,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.91
cross,vfield,8,808,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.599,7.8179,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.94
cross,vfield,8,900,ok,f10d62c73d,0,0,0,1,0,1,7.2337,6.7683,0.3759,2.861,0.3903,10.0176,1.6763,0,0,14460,-39.34,5.91
cross,vfield,8,1024,ok,f10d62c73d,0,0,0,0,0,0,7.2337,11.8993,3.8435,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.09
cross,vfield,8,1111,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.8536,9.7088,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.13
cross,vfield,8,1234,ok,f10d62c73d,0,0,0,0,0,0,7.2337,1.0189,2.4423,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.93
cross,vfield,8,1337,ok,f10d62c73d,0,0,0,0,0,0,7.2337,3.1699,3.6389,2.861,0.3903,10.0176,1.6763,0,0,14460,,5.94
cross,vfield,12,8,ok,f10d62c73d,0,0,0,0,0,0,7.2337,10.3638,4.8472,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.51
cross,vfield,12,11,ok,f10d62c73d,0,0,0,0,0,0,7.2337,2.9164,1.44,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.32
cross,vfield,12,23,ok,f10d62c73d,0,0,0,1,0,1,7.2337,5.7636,0.6889,2.861,0.3903,10.0176,1.6763,0,0,14460,-29.47,6.35
cross,vfield,12,42,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.9751,1.2094,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.41
cross,vfield,12,77,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.2443,3.8001,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.26
cross,vfield,12,101,ok,f10d62c73d,0,0,1,0,1,2,7.2337,0.3334,0.621,2.861,0.3903,10.0176,1.6763,0,0,14460,55.59,6.25
cross,vfield,12,144,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.2565,4.686,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.28
cross,vfield,12,200,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.0347,2.1005,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.26
cross,vfield,12,256,ok,f10d62c73d,0,0,0,0,0,0,7.2337,12.5177,5.2459,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.26
cross,vfield,12,314,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.6568,2.5099,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.29
cross,vfield,12,400,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.94,5.8698,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.45
cross,vfield,12,512,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.7189,5.1952,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.34
cross,vfield,12,613,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.4955,5.2419,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.26
cross,vfield,12,700,ok,f10d62c73d,0,0,0,0,0,0,7.2337,8.0205,1.6139,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.34
cross,vfield,12,808,ok,f10d62c73d,0,0,0,0,0,0,7.2337,6.7741,2.8639,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.39
cross,vfield,12,900,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.1708,2.4687,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.34
cross,vfield,12,1024,ok,f10d62c73d,0,0,1,0,0,1,7.2337,0.4116,2.628,2.861,0.3903,10.0176,1.6763,0,0,14460,88.48,6.32
cross,vfield,12,1111,ok,f10d62c73d,0,0,0,0,0,0,7.2337,5.9259,5.766,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.29
cross,vfield,12,1234,ok,f10d62c73d,0,0,0,0,0,0,7.2337,7.0637,2.1901,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.27
cross,vfield,12,1337,ok,f10d62c73d,0,0,0,0,0,0,7.2337,9.3783,8.197,2.861,0.3903,10.0176,1.6763,0,0,14460,,6.28
